country,dataset_key,dataset_party_id,name_short,name,name_english,year_first,year_last,share,share_year,description,comment,created,modified,external_id,partyfacts_id,linked
JPN,manifesto,71430,JRP,Nippon Ishin no Kai,Japan Restoration Party,2012,2012,20.4,2012,,,2017-03-13T21:05:11.359630Z,2021-03-12T10:13:39.460080Z,18742,2080,2018-02-03T11:52:06.431703Z
JPN,manifesto,71110,,Nippon Mirai no Tō,Tomorrow Party of Japan,2012,2012,5.7,2012,,,2017-03-13T21:05:07.981922Z,2021-03-12T10:13:39.468635Z,18724,2079,2017-06-18T06:31:46.932326Z
JPN,manifesto,71111,PLP,Seikatsu no Tō,People's Life Party,2014,2014,1.9,2014,,,2017-03-13T21:05:11.779629Z,2021-03-12T10:13:39.474145Z,18744,1100,2021-07-14T10:34:18.221230Z
JPN,manifesto,71322,SDF,Shaminren,Social Democratic Federation,1979,1990,0.9,1990,,,2013-01-01T18:16:48.469Z,2021-03-12T10:13:39.483537Z,1553,492,2013-01-01T18:35:45.341Z
JPN,manifesto,71621,NLC,Shin-Jiyū-Kurabu,New Liberal Club,1976,1986,4.2,1976,,,2013-01-01T18:16:10.692Z,2021-03-12T10:13:39.493491Z,1379,1524,2013-01-01T18:35:45.710Z
JPN,manifesto,71530,CGP,Shin Kōmei-tō,New Clean Government Party,1967,2014,14.8,2003,,,2013-01-01T18:17:16.355Z,2021-03-12T10:13:39.499230Z,1681,1515,2013-01-01T18:35:42.557Z
JPN,manifesto,71622,JRP,Shinsei-tō,Japan Renewal Party,1993,1993,10.1,1993,,,2013-01-01T18:18:07.227Z,2021-03-12T10:13:39.501568Z,1923,1109,2013-01-01T18:35:46.113Z
JPN,manifesto,71650,NPD,Shin-tō Daichi,New Party Mother Earth,2012,2012,0.6,2012,,,2017-03-13T21:05:05.555878Z,2021-03-12T10:13:39.505213Z,18714,2750,2018-04-27T17:10:01.161760Z
JPN,manifesto,71953,NPN,Shin-tō Nippon,New Party Nippon,2009,2009,0.8,2009,,,2017-03-13T21:05:00.992924Z,2021-03-12T10:13:39.508250Z,18690,692,2017-08-06T13:29:55.395399Z
JPN,manifesto,71951,NPH,Shin-tō Sakigake,New Party Harbinger,1993,1996,2.6,1993,,,2013-01-01T18:18:20.174Z,2021-03-12T10:13:39.513946Z,1985,392,2013-01-01T18:35:44.950Z
JPN,manifesto,71623,NFP,Sinshin-tō,New Frontier Party,1996,1996,28,1996,,,2013-01-01T18:18:08.165Z,2021-03-12T10:13:39.535506Z,1927,282,2013-01-01T18:35:46.550Z
KOR,manifesto,113441,DPK,Deobureominju Dang,Democratic Party,2016,2016,25.5,2016,,,2019-01-22T16:59:51.993095Z,2021-03-12T10:13:39.546279Z,29060,6561,2019-01-22T17:16:47.592660Z
KOR,manifesto,113442,PP,Gungminui Dang,People's Party,2016,2016,26.7,2016,,,2019-01-22T16:59:43.764390Z,2021-03-12T10:13:39.552353Z,29050,6323,2019-01-22T16:59:43.859284Z
KOR,manifesto,113651,LFP,Jayou Seonjin Dang,Liberty Forward Party,2008,2012,6.8,2008,,,2014-02-08T21:29:15.820246Z,2021-03-12T10:13:39.583382Z,3692,2306,2014-06-14T07:15:18.807418Z
KOR,manifesto,113650,ULD,Jayu Minju Yonmaeng,United Liberal Party,1996,2004,16.2,1996,,,2014-02-08T21:29:20.787593Z,2021-03-12T10:13:39.597349Z,3768,2545,2014-06-28T21:23:51.984023Z
KOR,manifesto,113322,JP,Jeongui Dang,Justice Party,2016,2016,7.2,2016,,,2019-01-22T16:59:46.077599Z,2021-03-12T10:13:39.622481Z,29054,6560,2019-01-22T17:12:55.143624Z
KOR,manifesto,113621,NUP,Minjok T'ongil-tang,National Unification Party,1992,1992,17.4,1992,,,2014-02-08T21:29:08.122237Z,2021-03-12T10:13:39.624992Z,3564,2549,2014-06-28T21:34:21.240171Z
KOR,manifesto,113420,DP,Minju Dang,Democratic Party,1992,1996,29.2,1992,,,2014-02-08T21:29:13.596193Z,2021-03-12T10:13:39.635371Z,3657,2547,2014-06-28T21:29:39.652766Z
KOR,manifesto,113440,UDP,Minju Dang,Democratic Party,2008,2012,36.5,2012,,,2014-02-08T21:29:17.774433Z,2021-03-12T10:13:39.638753Z,3726,2305,2014-06-14T07:13:47.296868Z
KOR,manifesto,113620,DLP,Minju Dayu Dang,Democratic Liberal Party,1992,1992,38.5,1992,,,2014-02-08T21:29:13.672060Z,2021-03-12T10:13:39.643227Z,3658,894,2014-02-10T09:26:58.053180Z
KOR,manifesto,113320,DLP,Minju Nodong Dang,Democratic Labour Party,2000,2008,13,2004,,,2014-02-08T21:29:13.539601Z,2021-03-12T10:13:39.651224Z,3656,2546,2014-06-28T21:24:42.663247Z
KOR,manifesto,113430,MDP,Saecheonnyeonminju Dang,Millenium Democratic Party,2000,2004,35.9,2000,,,2014-02-08T21:29:12.561554Z,2021-03-12T10:13:39.654939Z,3636,2548,2014-06-28T21:31:08.327748Z
KOR,manifesto,113421,NCNP,Sae Jungchi Kukmin Hoiee,National Congress for New Politics,1996,1996,25.3,1996,,,2014-02-08T21:29:12.325368Z,2021-03-12T10:13:39.657450Z,3632,2019,2014-02-10T09:33:15.953303Z
KOR,manifesto,113630,GNP,Saenuri Dang,New Frontier Party,2000,2016,42.8,2012,,,2014-02-08T21:29:17.188263Z,2021-03-12T10:13:39.663783Z,3715,2307,2014-06-28T21:01:44.104499Z
KOR,manifesto,113622,NKP,Shin Hankuk Dang,New Korea Party,1996,1996,34.5,1996,,,2014-02-08T21:29:13.460303Z,2021-03-12T10:13:39.666661Z,3655,894,2018-08-16T14:13:18.879186Z
KOR,manifesto,113321,UPP,Tonghap Jinbo Dang,United Progressive Party,2012,2012,10.3,2012,,,2014-02-08T21:29:17.971580Z,2021-03-12T10:13:39.670093Z,3730,2543,2014-06-28T21:02:52.659829Z
KOR,manifesto,113422,Uri,Uri Dang,Uri Party,2004,2004,38.3,2004,,,2014-02-08T21:29:18.320449Z,2021-03-12T10:13:39.674982Z,3735,2452,2014-06-14T21:41:28.854631Z
LVA,manifesto,87723,TB-LNNK,Apvienība Tēvzemei un brīvībai - Latvijas Nacionālās neatkaribas kustība,For Fatherland and Freedom - Latvian National Independence Movement,1998,2006,14.7,1998,,,2013-01-01T18:18:09.017Z,2021-03-12T10:13:39.680798Z,1931,1704,2013-01-01T18:35:56.706Z
LVA,manifesto,87430,DCP,Demokrātiskā centra partija,Democratic Centre Party,1993,1993,4.8,1993,,,2013-01-01T18:18:11.096Z,2021-03-12T10:13:39.688368Z,1941,837,2013-01-01T18:35:57.509Z
LVA,manifesto,87411,DPS,Demokrātiskā partija ‘Saimnieks',Democratic Party ‘Saimnieks’,1995,1995,15.2,1995,,,2013-01-01T18:18:14.180Z,2021-03-12T10:13:39.690914Z,1956,19,2013-01-01T18:35:57.096Z
LVA,manifesto,87423,JL,Jaunais laiks,New Era,2002,2006,24,2002,,,2013-01-01T18:16:42.722Z,2021-03-12T10:13:39.693111Z,1526,1531,2013-01-01T18:35:58.282Z
LVA,manifesto,87431,JP,Jauna partija,New Party,1998,1998,7.3,1998,,,2013-01-01T18:18:06.632Z,2021-03-12T10:13:39.695611Z,1920,1632,2013-01-01T18:35:57.913Z
LVA,manifesto,87611,LNNK-LZP,Koalīcija Latvijas Nacionālā Konservatīvā Partija un Latvijas Zaļā Partija,Coalition Latvian National Conservative Party and Latvian Green Party,1995,1995,6.3,1995,,,2013-01-01T18:17:48.728Z,2021-03-12T10:13:39.697783Z,1833,708,2013-01-01T18:35:59.121Z
LVA,manifesto,87811,LZS-LKDS-LDP,"Koalīcija Latvijas Zemnieku savienība, Latvijas Kristîgi demokratu savienība un Latgales demokrātiskā partija","Coalition of Latvian Farmers' Union, Latvian Christian Democratic Union and Democratic Party of Latgale",1995,1995,6.4,1995,,composed of: ZS Latvijas Zemnieku Savieniba (Farmer’s Union of Latvia) LKDS Latvijas Kristigo demokratu savieniba (Latvia’s Christian Democratic Union) LDP Latvijas Demokratiska Partija (Latvia’s Democratic Party),2013-01-01T18:17:05.830Z,2021-03-12T10:13:39.700075Z,1632,1612,2013-01-01T18:35:56.336Z
LVA,manifesto,87520,KDS,Kristīgi demokrātiskā savienība,Christian Democratic Union,1993,1993,5,1993,,,2013-01-01T18:18:32.934Z,2021-03-12T10:13:39.704243Z,2046,304,2013-01-01T18:35:58.674Z
LVA,manifesto,87420,LLP,Latvijas Liberālā partija,Latvian Liberal Party,1993,1993,0,1993,,,2013-01-01T18:18:14.794Z,2021-03-12T10:13:39.718645Z,1959,2768,2015-07-29T20:33:24.144874Z
LVA,manifesto,87710,LNNK,Latvijas Nacionālās neatkaribas kustība,Latvian National Independence Movement,1993,1993,13.4,1993,,,2013-01-01T18:17:41.371Z,2021-03-12T10:13:39.721809Z,1798,1789,2013-01-01T18:35:59.534Z
LVA,manifesto,87521,LPP,Latvijas Pirmā partija,Latvia’s First Party,2002,2002,9.6,2002,,including: Latvijas Kristigo demokratu savieniba (Christian Democratic Union),2013-01-01T18:16:57.637Z,2021-03-12T10:13:39.724350Z,1595,1778,2013-01-01T18:35:59.882Z
LVA,manifesto,87041,LPP/LC,‘Latvijas Pirmā partijas' un partijas ‘Latvijas Ceļš' vēlēšanu apvienība',‘Latvia's First Party' and ‘Latvian Way' Union,2006,2006,8.6,2006,,,2017-03-13T21:05:10.369403Z,2021-03-12T10:13:39.726952Z,18737,461,2017-06-18T06:31:46.995697Z
LVA,manifesto,87901,,Latvijas Reģionu apvienība,Latvian Association of Regions,2014,2014,6.7,2014,,,2017-03-13T21:05:10.594265Z,2021-03-12T10:13:39.731226Z,18739,3194,2017-06-18T06:31:46.983718Z
LVA,manifesto,87311,LSDA,Latvijas Sociāldemokrātu apvienība,Latvian Social Democratic Alliance,1998,1998,12.9,1998,,,2013-01-01T18:17:09.955Z,2021-03-12T10:13:39.733926Z,1651,741,2013-01-01T18:36:00.273Z
LVA,manifesto,87310,LSP,Latvijas Sociālistiska partija,Latvian Socialist Party,1995,1995,5.6,1995,,,2013-01-01T18:18:30.977Z,2021-03-12T10:13:39.736952Z,2037,588,2013-01-01T18:36:00.647Z
LVA,manifesto,87320,LVP,Latvijas Vienības partija,Latvian Unity Party,1995,1995,7.2,1995,,,2013-01-01T18:16:18.575Z,2021-03-12T10:13:39.739945Z,1416,373,2013-01-01T18:36:01.067Z
LVA,manifesto,87810,LZS,Latvijas Zemnieku savienība,Latvian Farmers’ Union,1993,1993,10.7,1993,,,2013-01-01T18:18:33.147Z,2021-03-12T10:13:39.747410Z,2047,1702,2013-01-01T18:36:01.502Z
LVA,manifesto,87951,L,Līdztiesība,Equal Rights,1993,1993,5.8,1993,,,2013-01-01T18:17:50.752Z,2021-03-12T10:13:39.750115Z,1843,860,2013-01-01T18:36:02.297Z
LVA,manifesto,87071,,Nacionālā apvienība ‘Visu Latvijai!' – ‘Apvienība Tēvzemei un brīvībai - Latvijas Nacionālās neatkaribas kustība',National Alliance ‘All For Latvia!' – ‘For Fatherland and Freedom - Latvian National Independence Movement',2010,2014,16.7,2014,,,2015-11-17T11:43:36.196404Z,2021-03-12T10:13:39.771229Z,15485,506,2015-11-17T12:25:08.752280Z
LVA,manifesto,87630,,No sirds Latvijai,For Latvia from the Heart,2014,2014,6.9,2014,,,2017-03-13T21:05:04.722357Z,2021-03-12T10:13:39.774678Z,18708,3193,2017-06-18T06:31:46.973029Z
LVA,manifesto,87422,PCTVL,Par cilvēka tiesībām vienotā Latvijā,For Human Rights in a United Latvia,2002,2006,19.1,2002,,,2013-01-01T18:16:24.765Z,2021-03-12T10:13:39.777082Z,1443,176,2013-01-01T18:36:02.666Z
LVA,manifesto,87061,PLL,Par Labu Latviju!,For a Good Latvia,2010,2010,7.8,2010,,,2017-03-13T21:05:12.248538Z,2021-03-12T10:13:39.779339Z,18751,393,2017-08-06T13:29:57.151726Z
LVA,manifesto,87220,SLAT,Saskaņa Latvijai - Atdzimšana Tautsaimniecībai,Harmony for Latvia - Rebirth of the Economy,1993,1993,12,1993,,,2013-01-01T18:17:58.570Z,2021-03-12T10:13:39.782141Z,1881,1719,2015-07-29T20:31:05.454060Z
LVA,manifesto,87021,SC,Saskaņas Centrs,Concord Centre,2006,2011,28.6,2011,,,2015-11-17T11:43:47.234378Z,2021-03-12T10:13:39.784418Z,15515,1056,2015-11-17T12:24:53.896935Z
LVA,manifesto,87410,LC,Savienība ‘Latvijas ceļš',Latvian Way Union,1993,2002,32.4,1993,,,2013-01-01T18:16:21.552Z,2021-03-12T10:13:39.789470Z,1429,1043,2013-01-01T18:36:01.884Z
LVA,manifesto,87340,SDPS,"Sociāldemokrātiskā Partija ""Saskaņa""","Social Democartic Party ""Harmony""",2014,2014,23.2,2014,,,2017-03-13T21:05:04.669153Z,2021-03-12T10:13:39.792679Z,18707,5976,2018-07-14T11:45:43.422706Z
LVA,manifesto,87722,TKL-ZP,Tautas Kustība ‘Latvijai'-Zīgerista partija,Popular Movement for Latvia-Zigerista Party,1995,1995,15,1995,,,2013-01-01T18:17:27.340Z,2021-03-12T10:13:39.800768Z,1732,1654,2013-01-01T18:36:03.103Z
LVA,manifesto,87610,TP,Tautas partija,People’s Party,1998,2006,21.3,1998,,,2013-01-01T18:16:14.012Z,2021-03-12T10:13:39.805031Z,1395,1755,2013-01-01T18:36:03.504Z
LVA,manifesto,87421,TSP,Tautas Saskaņas partija,National Harmony Party,1995,1998,14.2,1998,,,2013-01-01T18:18:03.737Z,2021-03-12T10:13:39.811531Z,1906,1719,2013-01-01T18:36:03.909Z
LVA,manifesto,87721,TB,Tēvzemei un brīvībai,For Fatherland and Freedom,1993,1995,12,1995,,,2013-01-01T18:17:23.305Z,2021-03-12T10:13:39.817429Z,1713,671,2013-01-01T18:36:04.299Z
LVA,manifesto,87062,,Vienotība,Unity,2010,2014,31.9,2010,,,2015-11-17T11:43:34.172514Z,2021-03-12T10:13:39.820766Z,15474,852,2015-11-17T12:24:39.028923Z
LVA,manifesto,87110,ZZS,Zaļo un Zemnieku savienība,Greens' and Farmers’ Union,2002,2014,20.1,2010,,,2013-01-01T18:16:37.939Z,2021-03-12T10:13:39.827659Z,1503,701,2013-01-01T18:36:04.746Z
LVA,manifesto,87620,ZRP,Zatlera Reformu Partija,Zatlers' Reform Party,2011,2011,21,2011,,,2017-03-13T21:05:11.979636Z,2021-03-12T10:13:39.834012Z,18746,1476,2017-08-06T13:29:58.535222Z
LTU,manifesto,88321,BSDK,A. Brazausko socialdemokratinė koalicija,A. Brazauskas Social Democratic Coalition,2000,2000,31.1,2000,,composed of: LSDP Lietuvos socialdemokratu partija (Lithuanian Social Democratic Party) LDDP Lietuvos demokratiné darbo partija (Lithuanian Democratic Labour Party) NDP Naujosios demokratijos partija (New Democratic Party) LRS Lietuvos rusu sajunga (Lithuanian Russian Union),2013-01-01T18:18:18.553Z,2021-03-12T10:13:39.856164Z,1977,197,2013-01-01T18:35:46.930Z
LTU,manifesto,88440,DP,Darbo Partija,Labour Party,2004,2012,28.4,2004,,,2014-02-08T21:29:17.121793Z,2021-03-12T10:13:39.863227Z,3714,102,2014-03-07T18:19:48.450434Z
LTU,manifesto,88952,DK,Drąsos kelias,The Way of Courage,2012,2012,8.3,2012,,,2014-02-08T21:29:13.952411Z,2021-03-12T10:13:39.865780Z,3660,74,2014-03-07T18:20:51.255873Z
LTU,manifesto,88042,,Koalicija Darbo partija + Jaunimas,Coalition Labour Party and Youth,2008,2008,9,2008,,,2015-11-17T11:43:37.433889Z,2021-03-12T10:13:39.871183Z,15492,8279,2020-04-18T01:42:04.264462Z
LTU,manifesto,88031,UdL,Koalicija ‘Už darbą Lietuvai',Working for Lithuania,2004,2004,20.6,2004,,,2014-02-08T21:29:20.997040Z,2021-03-12T10:13:39.881546Z,3771,2091,2014-03-07T18:25:16.939692Z
LTU,manifesto,88430,LiCS,Liberalų ir centro sąjunga,Liberal and Centre Union,2004,2008,9.2,2004,,,2014-02-08T21:29:12.617115Z,2021-03-12T10:13:39.908377Z,3638,1193,2014-03-07T18:19:53.457422Z
LTU,manifesto,88710,LTS,Lietuvių tautininkų sąjunga,Lithuanian National Union,1992,1992,2,1992,,composed of: LLS Lietuviu tautininku sajunga (Lithuanian National Union) NP Nepriklausomybes partija (Independence Party),2013-01-01T18:17:41.807Z,2021-03-12T10:13:39.915842Z,1800,377,2013-01-01T18:35:47.299Z
LTU,manifesto,88420,LCJ,Lietuvos centro sąjunga,Lithuanian Centre Union,1992,2000,8.7,1996,,,2013-01-01T18:16:20.217Z,2021-03-12T10:13:39.925067Z,1423,1185,2013-01-01T18:35:47.724Z
LTU,manifesto,88220,LDDP,Lietuvos demokratinė darbo partija,Lithuanian Democratic Labour Party,1992,1996,44,1992,,,2013-01-01T18:17:38.264Z,2021-03-12T10:13:39.942834Z,1783,546,2013-01-01T18:35:48.071Z
LTU,manifesto,88522,LDP,Lietuvos demokratų partija,Lithuanian Democratic Party,1992,1996,0,1992,,,2013-01-01T18:16:15.309Z,2021-03-12T10:13:39.963415Z,1401,341,2013-01-01T18:35:48.607Z
LTU,manifesto,88521,LKDP,Lietuvos krikščionių demokratų partija,Lithuanian Christian Democratic Party,1992,2000,10.4,1996,,,2013-01-01T18:16:31.360Z,2021-03-12T10:13:39.973747Z,1472,6804,2019-03-14T17:35:45.228152Z
LTU,manifesto,88529,LKDPK,Lietuvos krikščionių demokratų partija koalicija,Lithuanian Christian Democratic Party Coalition,1992,1992,12.6,1992,,,2013-01-01T18:18:12.111Z,2021-03-12T10:13:39.981808Z,1946,1364,2013-01-01T18:35:48.987Z
LTU,manifesto,88951,LLS,Lietuvos lenkų rinkimų akcija/Akcja Wyborcza Polaków na Litwie,Election Action of Lithuania’s Poles,1992,2012,6.1,2012,,,2013-01-01T18:16:40.030Z,2021-03-12T10:13:39.984441Z,1513,556,2013-01-01T18:35:49.748Z
LTU,manifesto,88422,LLS,Lietuvos liberalų sąjunga,Lithuanian Liberal Union,2000,2000,17.3,2000,,,2013-01-01T18:17:02.029Z,2021-03-12T10:13:39.987381Z,1615,1357,2013-01-01T18:35:50.129Z
LTU,manifesto,88523,LPKTS,Lietuvos politinių kalinių ir tremtinių sąjunga,Lithuanian Union of Political Prisoners and Deportees,1992,1992,0,1992,,,2013-01-01T18:16:30.736Z,2021-03-12T10:13:39.992742Z,1469,753,2013-01-01T18:35:50.554Z
LTU,manifesto,88450,LRLS,Lietuvos respublikos Liberalų sąjūdis,Liberal Movement,2008,2012,9,2012,,,2014-02-08T21:29:10.489604Z,2021-03-12T10:13:39.999603Z,3612,1744,2014-03-07T18:20:04.151741Z
LTU,manifesto,88320,LSDP,Lietuvos socialdemokratų partija,Lithuanian Social Democratic Party,1992,2012,19.2,2012,,,2013-01-01T18:17:55.707Z,2021-03-12T10:13:40.005664Z,1867,64,2020-04-23T11:44:27.134408Z
LTU,manifesto,88820,VNDS,Lietuvos valstiečių ir žaliųjų sąjunga,Lithuanian Peasant and Green Union,2004,2012,6.6,2004,,,2014-02-08T21:29:14.826360Z,2021-03-12T10:13:40.025746Z,3673,1490,2014-03-07T18:24:24.079970Z
LTU,manifesto,88810,LVP,Lietuvos valstiečių partija,Lithuanian Peasants Party,2000,2000,4.1,2000,,,2013-01-01T18:18:16.013Z,2021-03-12T10:13:40.037467Z,1965,21,2013-01-01T18:35:51.516Z
LTU,manifesto,88410,NS,Naujoji sąjunga (socialliberalai),New Union (Social Liberals),2000,2000,19.6,2000,,,2013-01-01T18:17:37.391Z,2021-03-12T10:13:40.043245Z,1779,1800,2013-01-01T18:35:51.958Z
LTU,manifesto,88460,PTT,Partija tvarką ir teisingumąs,Order and Justice,2008,2012,12.7,2008,,,2014-02-08T21:29:10.380548Z,2021-03-12T10:13:40.046605Z,3609,237,2014-03-07T18:20:47.335504Z
LTU,manifesto,88041,UTT,Rolando Pakso Koalicijos ‘Už Tvarką ir teisingumą',Coalition of Rolandas Paksas ‘For Order and Justice',2004,2004,11.4,2004,,,2014-02-08T21:29:08.579966Z,2021-03-12T10:13:40.050964Z,3569,237,2014-03-07T18:23:01.681982Z
LTU,manifesto,88421,SK,Sajūdis koalicija,Sajudis Coalition,1992,1992,21.2,1992,,composed of: Sajudis LZP Lietuvos zaliloji partija (Lithuanian Green Party) PC Pilieciu chartija (Citizens’ Charter) LPKP Lietuvos politiniu kaliniu partija (Union of Political Prisoners),2013-01-01T18:17:33.455Z,2021-03-12T10:13:40.054607Z,1760,5779,2021-03-14T14:12:57.265526Z
LTU,manifesto,88630,TPP,Tautos prisikėlimo partija,National Resurrection Party,2008,2008,15.1,2008,,,2015-11-17T11:43:35.807163Z,2021-03-12T10:13:40.058705Z,15484,347,2015-11-17T12:25:27.430013Z
LTU,manifesto,88620,TS,Tėvynės sąjunga,Homeland Union,1996,2004,31.3,1996,,,2013-01-01T18:16:38.596Z,2021-03-12T10:13:40.066629Z,1506,193,2013-01-01T18:35:52.747Z
LTU,manifesto,88621,TS-LKD,Tėvynės sąjunga- Lietuvos krikščionys demokratai,Homeland Union - Lithuanian Christian Democrats,2008,2012,19.7,2008,,,2014-02-08T21:29:10.555779Z,2021-03-12T10:13:40.070139Z,3615,193,2019-02-16T21:24:23.093121Z
LUX,manifesto,23951,ADR,Alternativ Demokratesch Reformpartei/Parti Réformiste d'Alternative Démocratique,Alternative Democatic Reform Party,1989,2013,10.4,1999,,,2013-01-01T18:18:30.126Z,2021-03-12T10:13:40.072913Z,2033,1114,2013-01-01T18:35:53.103Z
LUX,manifesto,23520,CSV/PCS,Chrëschtlech Sozial Vollekspartei/Parti Chrétien Social,Christian Social People’s Party,1945,2013,45.2,1954,,,2013-01-01T18:17:01.616Z,2021-03-12T10:13:40.075533Z,1613,539,2013-01-01T18:35:55.083Z
LUX,manifesto,23112,GAP,Déi Gréng Alternativ/Parti de l'Alternative Verte,Green Alternative,1984,1989,4.2,1984,,,2013-01-01T18:16:35.342Z,2021-03-12T10:13:40.077823Z,1491,1138,2019-08-26T08:01:32.824487Z
LUX,manifesto,23113,GLEI-GAP,Déi Gréng/Les Verts,The Greens,1994,2013,11.7,2009,,,2013-01-01T18:17:56.110Z,2021-03-12T10:13:40.081733Z,1869,1138,2013-01-01T18:35:54.345Z
LUX,manifesto,23230,,Déi Lénk/La Gauche,The Left,2009,2013,4.9,2013,,,2014-02-08T21:29:15.590174Z,2021-03-12T10:13:40.084647Z,3688,271,2014-02-09T13:24:40.522099Z
LUX,manifesto,23111,GLEI,"Gréng Lëscht Ekologesch Initiativ/Liste Verte, Initiative Écologiste",Green Left Ecological Initiative,1989,1989,3.7,1989,,,2013-01-01T18:16:40.855Z,2021-03-12T10:13:40.089267Z,1517,475,2013-01-01T18:35:53.930Z
LUX,manifesto,23420,DP/PD,Groupement Démocratique,Democratic Group,1945,2013,23.3,1974,,,2013-01-01T18:16:44.780Z,2021-03-12T10:13:40.095349Z,1536,300,2013-01-01T18:35:54.703Z
LUX,manifesto,23220,KPL/PCL,Kommunistesch Partei vu Lëtzebuerg/Parti Communiste Luxembourgeois,Communist Party of Luxembourg,1945,1989,14.3,1948,,,2013-01-01T18:16:34.314Z,2021-03-12T10:13:40.104199Z,1486,1647,2013-01-01T18:35:55.485Z
LUX,manifesto,23320,LSAP/POSL,Lëtzebuerger Sozialistesch Arbechterpartei/Parti Ouvrier Socialiste Luxembourgeois,Socialist Workers’ Party of Luxembourg,1945,2013,37.8,1948,,,2013-01-01T18:16:25.225Z,2021-03-12T10:13:40.111460Z,1445,186,2013-01-01T18:35:55.967Z
MKD,manifesto,89321,DA,Demokratska Alternativa,Democratic Alternative,1998,1998,10.7,1998,,,2013-01-01T18:18:00.247Z,2021-03-12T10:13:40.114782Z,1889,354,2013-01-01T18:36:08.297Z
MKD,manifesto,89330,DOM,Demokratska Obnova na Makedonija,Democratic Renewal of Macedonia,2011,2011,0.7,2011,,,2015-11-17T11:43:52.205712Z,2021-03-12T10:13:40.120102Z,15538,4544,2015-11-17T13:29:34.859467Z
MKD,manifesto,89910,DPA/PDSh,Demokratska partija na Albancite/Partia Demokratike Shqiptare,Democratic Party of Albanians,2002,2014,10.5,2008,,,2015-11-17T11:43:36.778636Z,2021-03-12T10:13:40.124839Z,15489,431,2015-11-17T12:31:27.392414Z
MKD,manifesto,89920,DPT/TDP,Demokratska Partija na Turcite/Türk Demokratik Partisī,Democratic Party of Turks,2006,2006,1.5,2006,,,2015-11-17T11:43:34.507599Z,2021-03-12T10:13:40.127255Z,15475,5660,2018-07-25T10:30:48.366704Z
MKD,manifesto,89940,DUI/BDI,Demokratska unija za integracija/Bashkimi Demokratik për Integrim,Democratic Union for Integration,2002,2014,14.2,2014,,,2015-11-17T11:43:52.173196Z,2021-03-12T10:13:40.129788Z,15537,1220,2015-11-17T12:31:45.880249Z
MKD,manifesto,89031,GROM,Graganska Opcija za Maekedonija,Coalition Civic Option for Macedonia,2014,2014,2.9,2014,,,2015-11-17T11:43:36.300521Z,2021-03-12T10:13:40.132802Z,15487,3973,2015-11-17T13:53:31.561594Z
MKD,manifesto,89222,SRSM,Liberalna Partija,Liberal Party,1990,1994,14.7,1990,,,2013-01-01T18:16:12.357Z,2021-03-12T10:13:40.137410Z,1387,2449,2014-06-14T21:30:37.430749Z
MKD,manifesto,89430,LPM,Liberalna Partija na Makedonija,Liberal Party of Macedonia,2002,2006,3.8,2002,,,2015-11-17T11:43:32.863637Z,2021-03-12T10:13:40.143726Z,15471,2449,2018-02-03T11:53:32.857512Z
MKD,manifesto,89224,LDP,Liberalno Demokratska Partija,Liberal Democratic Party,1998,2011,8.3,2002,,,2013-01-01T18:16:26.219Z,2021-03-12T10:13:40.149546Z,1449,171,2013-01-01T18:36:08.706Z
MKD,manifesto,89223,MDPSM,Mlada Demokratsko-Progresivna Stranka na Makedonija,Young Democratic Progressive Party of Macedonia,1990,1990,0,1990,,,2013-01-01T18:17:21.175Z,2021-03-12T10:13:40.152605Z,1703,6623,2020-10-16T11:48:20.642087Z
MKD,manifesto,89930,NDP/RDK,Nacionalna Demokratska Prerodba/Rilindja Demokratike Kombëtare,National Democratic Revival,2011,2014,2.7,2011,,,2015-11-17T11:43:37.257502Z,2021-03-12T10:13:40.154818Z,15491,3179,2015-11-17T12:31:25.072533Z
MKD,manifesto,89952,PDP,Narodna Demokratska Partija/Partisë Demokratike Popullore,People’s Democratic Party,1990,1998,3,1994,,,2013-01-01T18:18:22.041Z,2021-03-12T10:13:40.157830Z,1994,155,2013-01-01T18:36:10.753Z
MKD,manifesto,89230,NSDP,Nova Socijaldemokratska Partija,New Social Democratic Party,2006,2011,6,2006,,,2015-11-17T11:43:32.252400Z,2021-03-12T10:13:40.160079Z,15467,2447,2015-11-17T12:31:19.623336Z
MKD,manifesto,89953,PCER,Partija za Celosna Emancipacija na Romite,Party for the Complete Emancipation of the Roma,1990,1990,0,1990,,,2013-01-01T18:17:19.905Z,2021-03-12T10:13:40.162837Z,1697,7867,2021-03-11T15:17:11.998314Z
MKD,manifesto,89951,PDPM,Partija za Demokratski Prosperitet,Party for Democratic Prosperity,1990,2002,19.3,1998,,,2013-01-01T18:16:13.386Z,2021-03-12T10:13:40.165161Z,1392,1033,2013-01-01T18:36:10.321Z
MKD,manifesto,89959,PDPM/PDP,Partija za Demokratski Prosperitet vo Makedonija/Partisë Demokratike Popullore,Joint Candidates of Party for Democratic Prosperity in Macedonia/People’s Democratic Party,1990,1990,1.4,1990,,,2013-01-01T18:17:31.509Z,2021-03-12T10:13:40.168132Z,1751,1033,2014-06-28T21:15:52.641215Z
MKD,manifesto,89810,PEI,Partija za Evropska Idnina,Party for European Future,2011,2011,2.3,2011,,,2015-11-17T11:43:43.960340Z,2021-03-12T10:13:40.172458Z,15506,4545,2015-11-17T13:32:25.062098Z
