    file  region                                  year unemployment immig
 832 de91h [13]DED - Saxony                        1991            0.305 0.0266 
 833 de91h [14]DEE - Saxony-Anhalt                 1991            0.294 0.0330 
 834 de91h [15]DEF - Schleswig-Holstein            1991            0.276 0.121  
 835 de91h [16]DEG - Thuringia                     1991            0.284 0.0276 
 836 de91h [1]DE1 - Baden-Wuerttemberg             1991            0.254 0.421  
 837 de91h [2]DE2 - Bavaria                        1991            0.273 0.244  
 838 de91h [3]DE3 - Berlin                         1991            0.277 0.214  
 839 de91h [4]DE4 - Brandenburg                    1991            0.289 0.0214 
 840 de91h [5]DE5 - Bremen                         1991            0.450 0.126  
 841 de91h [6]DE6 - Hamburg                        1991            0.340 0.298  
 842 de91h [7]DE7 - Hesse                          1991            0.296 0.398  
 843 de91h [8]DE8 - Mecklenburg-Western Pomerania  1991            0.284 0.0268 
 844 de91h [9]DE9 - Lower Saxony                   1991            0.336 0.163  
 845 de91h <NA>                                    1991            0.212 0.00559
 846 de92h [10]DEA - North Rhine-Westphalia        1992            0.306 0.289  
 847 de92h [11]DEB - Rhineland-Palatinate          1992            0.331 0.169  
 848 de92h [12]DEC - Saarland                      1992            0.409 0.208  
 849 de92h [13]DED - Saxony                        1992            0.309 0.0253 
 850 de92h [14]DEE - Saxony-Anhalt                 1992            0.313 0.0335 
 851 de92h [15]DEF - Schleswig-Holstein            1992            0.296 0.117  
 852 de92h [16]DEG - Thuringia                     1992            0.302 0.0255 
 853 de92h [1]DE1 - Baden-Wuerttemberg             1992            0.267 0.421  
 854 de92h [2]DE2 - Bavaria                        1992            0.277 0.238  
 855 de92h [3]DE3 - Berlin                         1992            0.281 0.192  
 856 de92h [4]DE4 - Brandenburg                    1992            0.300 0.0214 
 857 de92h [5]DE5 - Bremen                         1992            0.448 0.190  
 858 de92h [6]DE6 - Hamburg                        1992            0.354 0.281  
 859 de92h [7]DE7 - Hesse                          1992            0.289 0.394  
 860 de92h [8]DE8 - Mecklenburg-Western Pomerania  1992            0.313 0.0228 
 861 de92h [9]DE9 - Lower Saxony                   1992            0.314 0.168  
 862 de93h [10]DEA - North Rhine-Westphalia        1993            0.320 0.271  
 863 de93h [11]DEB - Rhineland-Palatinate          1993            0.327 0.173  
 864 de93h [12]DEC - Saarland                      1993            0.398 0.224  
 865 de93h [13]DED - Saxony                        1993            0.330 0.0275 
 866 de93h [14]DEE - Saxony-Anhalt                 1993            0.311 0.0344 
 867 de93h [15]DEF - Schleswig-Holstein            1993            0.302 0.0979 
 868 de93h [16]DEG - Thuringia                     1993            0.308 0.0265 
 869 de93h [1]DE1 - Baden-Wuerttemberg             1993            0.294 0.415  
 870 de93h [2]DE2 - Bavaria                        1993            0.289 0.224  
 871 de93h [3]DE3 - Berlin                         1993            0.287 0.186  
 872 de93h [4]DE4 - Brandenburg                    1993            0.309 0.0237 
 873 de93h [5]DE5 - Bremen                         1993            0.491 0.151  
 874 de93h [6]DE6 - Hamburg                        1993            0.339 0.273  
 875 de93h [7]DE7 - Hesse                          1993            0.317 0.384  
 876 de93h [8]DE8 - Mecklenburg-Western Pomerania  1993            0.312 0.0250 
 877 de93h [9]DE9 - Lower Saxony                   1993            0.318 0.166  
 878 de94h [10]DEA - North Rhine-Westphalia        1994            0.310 0.302  
 879 de94h [11]DEB - Rhineland-Palatinate          1994            0.321 0.253  
 880 de94h [12]DEC - Saarland                      1994            0.406 0.332  
 881 de94h [13]DED - Saxony                        1994            0.320 0.0285 
 882 de94h [14]DEE - Saxony-Anhalt                 1994            0.315 0.0379 
 883 de94h [15]DEF - Schleswig-Holstein            1994            0.302 0.122  
 884 de94h [16]DEG - Thuringia                     1994            0.300 0.0285 
 885 de94h [1]DE1 - Baden-Wuerttemberg             1994            0.293 0.424  
 886 de94h [2]DE2 - Bavaria                        1994            0.289 0.252  
 887 de94h [3]DE3 - Berlin                         1994            0.309 0.196  
 888 de94h [4]DE4 - Brandenburg                    1994            0.303 0.0234 
 889 de94h [5]DE5 - Bremen                         1994            0.487 0.248  
 890 de94h [6]DE6 - Hamburg                        1994            0.344 0.252  
 891 de94h [7]DE7 - Hesse                          1994            0.311 0.397  
 892 de94h [8]DE8 - Mecklenburg-Western Pomerania  1994            0.296 0.0251 
 893 de94h [9]DE9 - Lower Saxony                   1994            0.316 0.230  
 894 de95h [10]DEA - North Rhine-Westphalia        1995            0.314 0.297  
 895 de95h [11]DEB - Rhineland-Palatinate          1995            0.311 0.243  
 896 de95h [12]DEC - Saarland                      1995            0.376 0.335  
 897 de95h [13]DED - Saxony                        1995            0.321 0.0279 
 898 de95h [14]DEE - Saxony-Anhalt                 1995            0.336 0.0367 
 899 de95h [15]DEF - Schleswig-Holstein            1995            0.291 0.106  
 900 de95h [16]DEG - Thuringia                     1995            0.315 0.0298 
 901 de95h [1]DE1 - Baden-Wuerttemberg             1995            0.295 0.415  
 902 de95h [2]DE2 - Bavaria                        1995            0.289 0.248  
 903 de95h [3]DE3 - Berlin                         1995            0.315 0.177  
 904 de95h [4]DE4 - Brandenburg                    1995            0.334 0.0259 
 905 de95h [5]DE5 - Bremen                         1995            0.495 0.257  
 906 de95h [6]DE6 - Hamburg                        1995            0.325 0.25   
 907 de95h [7]DE7 - Hesse                          1995            0.313 0.38   
 908 de95h [8]DE8 - Mecklenburg-Western Pomerania  1995            0.325 0.0225 
 909 de95h [9]DE9 - Lower Saxony                   1995            0.315 0.216  
 910 de95h <NA>                                    1995            1     0      
 911 de96h [10]DEA - North Rhine-Westphalia        1996            0.314 0.283  
 912 de96h [11]DEB - Rhineland-Palatinate          1996            0.344 0.236  
 913 de96h [12]DEC - Saarland                      1996            0.376 0.335  
 914 de96h [13]DED - Saxony                        1996            0.329 0.0264 
 915 de96h [14]DEE - Saxony-Anhalt                 1996            0.356 0.0356 
 916 de96h [15]DEF - Schleswig-Holstein            1996            0.302 0.0755 
 917 de96h [16]DEG - Thuringia                     1996            0.339 0.0300 
 918 de96h [1]DE1 - Baden-Wuerttemberg             1996            0.309 0.417  
 919 de96h [2]DE2 - Bavaria                        1996            0.297 0.230  
 920 de96h [3]DE3 - Berlin                         1996            0.309 0.154  
 921 de96h [4]DE4 - Brandenburg                    1996            0.330 0.0246 
 922 de96h [5]DE5 - Bremen                         1996            0.482 0.245  
 923 de96h [6]DE6 - Hamburg                        1996            0.350 0.255  
 924 de96h [7]DE7 - Hesse                          1996            0.324 0.372  
 925 de96h [8]DE8 - Mecklenburg-Western Pomerania  1996            0.335 0.0237 
 926 de96h [9]DE9 - Lower Saxony                   1996            0.316 0.212  
 927 de96h <NA>                                    1996            1     0      
 928 de97h [10]DEA - North Rhine-Westphalia        1997            0.329 0.247  
 929 de97h [11]DEB - Rhineland-Palatinate          1997            0.333 0.208  
 930 de97h [12]DEC - Saarland                      1997            0.4   0.271  
 931 de97h [13]DED - Saxony                        1997            0.334 0.0206 
 932 de97h [14]DEE - Saxony-Anhalt                 1997            0.367 0.0331 
 933 de97h [15]DEF - Schleswig-Holstein            1997            0.309 0.0861 
 934 de97h [16]DEG - Thuringia                     1997            0.354 0.0264 
 935 de97h [1]DE1 - Baden-Wuerttemberg             1997            0.308 0.375  
 936 de97h [2]DE2 - Bavaria                        1997            0.313 0.196  
 937 de97h [3]DE3 - Berlin                         1997            0.314 0.135  
 938 de97h [4]DE4 - Brandenburg                    1997            0.361 0.0230 
 939 de97h [5]DE5 - Bremen                         1997            0.452 0.2    
 940 de97h [6]DE6 - Hamburg                        1997            0.361 0.173  
 941 de97h [7]DE7 - Hesse                          1997            0.318 0.320  
 942 de97h [8]DE8 - Mecklenburg-Western Pomerania  1997            0.338 0.0186 
 943 de97h [9]DE9 - Lower Saxony                   1997            0.305 0.179  
 944 de98h [10]DEA - North Rhine-Westphalia        1998            0.310 0.243  
 945 de98h [11]DEB - Rhineland-Palatinate          1998            0.314 0.189  
 946 de98h [12]DEC - Saarland                      1998            0.380 0.255  
 947 de98h [13]DED - Saxony                        1998            0.342 0.0213 
 948 de98h [14]DEE - Saxony-Anhalt                 1998            0.360 0.0317 
 949 de98h [15]DEF - Schleswig-Holstein            1998            0.294 0.0846 
 950 de98h [16]DEG - Thuringia                     1998            0.332 0.0260 
 951 de98h [1]DE1 - Baden-Wuerttemberg             1998            0.297 0.380  
 952 de98h [2]DE2 - Bavaria                        1998            0.287 0.196  
 953 de98h [3]DE3 - Berlin                         1998            0.329 0.129  
 954 de98h [4]DE4 - Brandenburg                    1998            0.350 0.0223 
 955 de98h [5]DE5 - Bremen                         1998            0.475 0.188  
 956 de98h [6]DE6 - Hamburg                        1998            0.310 0.207  
 957 de98h [7]DE7 - Hesse                          1998            0.314 0.291  
 958 de98h [8]DE8 - Mecklenburg-Western Pomerania  1998            0.305 0.0176 
 959 de98h [9]DE9 - Lower Saxony                   1998            0.293 0.169  
 960 de99h [10]DEA - North Rhine-Westphalia        1999            0.329 0.199  
 961 de99h [11]DEB - Rhineland-Palatinate          1999            0.328 0.178  
 962 de99h [12]DEC - Saarland                      1999            0.362 0.161  
 963 de99h [13]DED - Saxony                        1999            0.358 0.0213 
 964 de99h [14]DEE - Saxony-Anhalt                 1999            0.385 0.0322 
 965 de99h [15]DEF - Schleswig-Holstein            1999            0.308 0.0944 
 966 de99h [16]DEG - Thuringia                     1999            0.366 0.0182 
 967 de99h [1]DE1 - Baden-Wuerttemberg             1999            0.298 0.298  
 968 de99h [2]DE2 - Bavaria                        1999            0.297 0.139  
 969 de99h [3]DE3 - Berlin                         1999            0.332 0.115  
 970 de99h [4]DE4 - Brandenburg                    1999            0.371 0.0173 
 971 de99h [5]DE5 - Bremen                         1999            0.375 0.185  
 972 de99h [6]DE6 - Hamburg                        1999            0.336 0.119  
 973 de99h [7]DE7 - Hesse                          1999            0.317 0.241  
 974 de99h [8]DE8 - Mecklenburg-Western Pomerania  1999            0.321 0.0302 
 975 de99h [9]DE9 - Lower Saxony                   1999            0.313 0.133  
 976 es00h [1]North-East                           2000            0.494 0.0154 
 977 es00h [2]North-West                           2000            0.450 0.00904
 978 es00h [3]Madrid                               2000            0.386 0.0184 
 979 es00h [4]Central                              2000            0.510 0.0129 
 980 es00h [5]East                                 2000            0.427 0.0178 
 981 es00h [6]South                                2000            0.466 0.00528
 982 es00h [7]Canary Islands                       2000            0.458 0.0236 
 983 es00h <NA>                                    2000            0.406 0.0424 
 984 es04h [11]Galicia                             2004            0.493 0.0284 
 985 es04h [12]Principado de Asturias              2004            0.542 0.0263 
 986 es04h [13]Cantabria                           2004            0.455 0.0141 
 987 es04h [21]País Vasco                          2004            0.383 0.0153 
 988 es04h [22]Comunidad Foral de Navarra          2004            0.387 0.055  
 989 es04h [23]La Rioja                            2004            0.401 0.0657 
 990 es04h [24]Aragón                              2004            0.428 0.0300 
 991 es04h [30]Comunidad de Madrid                 2004            0.382 0.0775 
 992 es04h [41]Castilla y León                     2004            0.485 0.0246 
 993 es04h [42]Castilla-La Mancha                  2004            0.452 0.0306 
 994 es04h [43]Extremadura                         2004            0.468 0.0147 
 995 es04h [51]Cataluña                            2004            0.381 0.0556 
 996 es04h [52]Comunidad Valenciana                2004            0.391 0.0494 
 997 es04h [53]Illes Balears                       2004            0.341 0.0879 
 998 es04h [61]Andalucía                           2004            0.463 0.0250 
 999 es04h [62]Región de Murcia                    2004            0.377 0.0648 
1000 es04h [63]Ciudad Autónoma de Ceuta            2004            0.404 0.0998 
1001 es04h [70]Canarias                            2004            0.426 0.0644 
1002 es05h [11]Galicia                             2005            0.485 0.0239 
1003 es05h [12]Principado de Asturias              2005            0.558 0.0273 
1004 es05h [13]Cantabria                           2005            0.484 0.0251 
1005 es05h [21]País Vasco                          2005            0.384 0.0195 
1006 es05h [22]Comunidad Foral de Navarra          2005            0.402 0.0705 
1007 es05h [23]La Rioja                            2005            0.421 0.0685 
1008 es05h [24]Aragón                              2005            0.417 0.0418 
1009 es05h [30]Comunidad de Madrid                 2005            0.373 0.0709 
1010 es05h [41]Castilla y León                     2005            0.477 0.0248 
1011 es05h [42]Castilla-La Mancha                  2005            0.406 0.0406 
1012 es05h [43]Extremadura                         2005            0.456 0.0116 
1013 es05h [51]Cataluña                            2005            0.367 0.0656 
1014 es05h [52]Comunidad Valenciana                2005            0.395 0.0607 
1015 es05h [53]Illes Balears                       2005            0.326 0.0914 
1016 es05h [61]Andalucía                           2005            0.463 0.0242 
1017 es05h [62]Región de Murcia                    2005            0.371 0.0660 
1018 es05h [63]Ciudad Autónoma de Ceuta            2005            0.436 0.0894 
1019 es05h [64]Ciudad Autónoma de Melilla          2005            0.383 0.118  
1020 es05h [70]Canarias                            2005            0.436 0.0642 
1021 es06h [11]Galicia                             2006            0.467 0.0373 
1022 es06h [12]Principado de Asturias              2006            0.517 0.0409 
1023 es06h [13]Cantabria                           2006            0.460 0.0229 
1024 es06h [21]País Vasco                          2006            0.416 0.0269 
1025 es06h [22]Comunidad Foral de Navarra          2006            0.367 0.0623 
1026 es06h [23]La Rioja                            2006            0.411 0.0842 
1027 es06h [24]Aragón                              2006            0.401 0.0532 
1028 es06h [30]Comunidad de Madrid                 2006            0.389 0.0902 
1029 es06h [41]Castilla y León                     2006            0.472 0.0279 
1030 es06h [42]Castilla-La Mancha                  2006            0.439 0.0426 
1031 es06h [43]Extremadura                         2006            0.472 0.0129 
1032 es06h [51]Cataluña                            2006            0.362 0.0770 
1033 es06h [52]Comunidad Valenciana                2006            0.397 0.0676 
1034 es06h [53]Illes Balears                       2006            0.355 0.111  
1035 es06h [61]Andalucía                           2006            0.474 0.0302 
1036 es06h [62]Región de Murcia                    2006            0.369 0.0726 
1037 es06h [63]Ciudad Autónoma de Ceuta            2006            0.426 0.0865 
1038 es06h [64]Ciudad Autónoma de Melilla          2006            0.416 0.140  
1039 es06h [70]Canarias                            2006            0.404 0.0708 
1040 es07h [11]Galicia                             2007            0.476 0.0359 
1041 es07h [12]Principado de Asturias              2007            0.512 0.0432 
1042 es07h [13]Cantabria                           2007            0.462 0.0351 
1043 es07h [21]País Vasco                          2007            0.392 0.0332 
1044 es07h [22]Comunidad Foral de Navarra          2007            0.375 0.0648 
1045 es07h [23]La Rioja                            2007            0.395 0.118  
1046 es07h [24]Aragón                              2007            0.411 0.0612 
1047 es07h [30]Comunidad de Madrid                 2007            0.379 0.108  
1048 es07h [41]Castilla y León                     2007            0.484 0.0266 
1049 es07h [42]Castilla-La Mancha                  2007            0.442 0.0519 
1050 es07h [43]Extremadura                         2007            0.486 0.0136 
1051 es07h [51]Cataluña                            2007            0.364 0.0848 
1052 es07h [52]Comunidad Valenciana                2007            0.421 0.0789 
1053 es07h [53]Illes Balears                       2007            0.375 0.118  
1054 es07h [61]Andalucía                           2007            0.460 0.0381 
1055 es07h [62]Región de Murcia                    2007            0.387 0.0732 
1056 es07h [63]Ciudad Autónoma de Ceuta            2007            0.444 0.118  
1057 es07h [64]Ciudad Autónoma de Melilla          2007            0.402 0.149  
1058 es07h [70]Canarias                            2007            0.426 0.0732 
1059 es08h [11]Galicia                             2008            0.508 0.0418 
1060 es08h [12]Principado de Asturias              2008            0.534 0.0400 
1061 es08h [13]Cantabria                           2008            0.486 0.0502 
1062 es08h [21]País Vasco                          2008            0.402 0.0326 
1063 es08h [22]Comunidad Foral de Navarra          2008            0.404 0.0610 
1064 es08h [23]La Rioja                            2008            0.434 0.126  
1065 es08h [24]Aragón                              2008            0.435 0.0620 
1066 es08h [30]Comunidad de Madrid                 2008            0.406 0.106  
1067 es08h [41]Castilla y León                     2008            0.494 0.0335 
1068 es08h [42]Castilla-La Mancha                  2008            0.467 0.0513 
1069 es08h [43]Extremadura                         2008            0.525 0.0116 
1070 es08h [51]Cataluña                            2008            0.399 0.0906 
1071 es08h [52]Comunidad Valenciana                2008            0.449 0.0956 
1072 es08h [53]Illes Balears                       2008            0.391 0.125  
1073 es08h [61]Andalucía                           2008            0.485 0.0359 
1074 es08h [62]Región de Murcia                    2008            0.447 0.0803 
1075 es08h [63]Ciudad Autónoma de Ceuta            2008            0.448 0.113  
1076 es08h [64]Ciudad Autónoma de Melilla          2008            0.423 0.180  
1077 es08h [70]Canarias                            2008            0.435 0.0731 
1078 es09h [11]Galicia                             2009            0.538 0.0430 
1079 es09h [12]Principado de Asturias              2009            0.528 0.0445 
1080 es09h [13]Cantabria                           2009            0.484 0.0523 
1081 es09h [21]País Vasco                          2009            0.411 0.0459 
1082 es09h [22]Comunidad Foral de Navarra          2009            0.413 0.0629 
1083 es09h [23]La Rioja                            2009            0.433 0.0944 
1084 es09h [24]Aragón                              2009            0.446 0.0679 
1085 es09h [30]Comunidad de Madrid                 2009            0.397 0.105  
1086 es09h [41]Castilla y León                     2009            0.501 0.0357 
1087 es09h [42]Castilla-La Mancha                  2009            0.467 0.0566 
1088 es09h [43]Extremadura                         2009            0.526 0.0188 
1089 es09h [51]Cataluña                            2009            0.418 0.0998 
1090 es09h [52]Comunidad Valenciana                2009            0.455 0.0950 
1091 es09h [53]Illes Balears                       2009            0.396 0.139  
1092 es09h [61]Andalucía                           2009            0.491 0.0380 
1093 es09h [62]Región de Murcia                    2009            0.456 0.0686 
1094 es09h [63]Ciudad Autónoma de Ceuta            2009            0.438 0.114  
1095 es09h [64]Ciudad Autónoma de Melilla          2009            0.408 0.166  
1096 es09h [70]Canarias                            2009            0.453 0.0788 
1097 es10h [11]Galicia                             2010            0.539 0.0369 
1098 es10h [12]Principado de Asturias              2010            0.539 0.0303 
1099 es10h [13]Cantabria                           2010            0.498 0.0549 
1100 es10h [21]País Vasco                          2010            0.458 0.0390 
1101 es10h [22]Comunidad Foral de Navarra          2010            0.439 0.0590 
1102 es10h [23]La Rioja                            2010            0.443 0.107  
1103 es10h [24]Aragón                              2010            0.439 0.0699 
1104 es10h [30]Comunidad de Madrid                 2010            0.418 0.0987 
1105 es10h [41]Castilla y León                     2010            0.514 0.0403 
1106 es10h [42]Castilla-La Mancha                  2010            0.475 0.0613 
1107 es10h [43]Extremadura                         2010            0.534 0.0222 
1108 es10h [51]Cataluña                            2010            0.453 0.110  
1109 es10h [52]Comunidad Valenciana                2010            0.477 0.0851 
1110 es10h [53]Illes Balears                       2010            0.395 0.146  
1111 es10h [61]Andalucía                           2010            0.529 0.0329 
1112 es10h [62]Región de Murcia                    2010            0.503 0.0499 
1113 es10h [63]Ciudad Autónoma de Ceuta            2010            0.418 0.0822 
1114 es10h [64]Ciudad Autónoma de Melilla          2010            0.429 0.163  
1115 es10h [70]Canarias                            2010            0.524 0.0852 
1116 es11h [11]Galicia                             2011            0.545 0.0347 
1117 es11h [12]Principado de Asturias              2011            0.585 0.0311 
1118 es11h [13]Cantabria                           2011            0.550 0.0654 
1119 es11h [21]País Vasco                          2011            0.456 0.0425 
1120 es11h [22]Comunidad Foral de Navarra          2011            0.442 0.0509 
1121 es11h [23]La Rioja                            2011            0.464 0.0996 
1122 es11h [24]Aragón                              2011            0.468 0.0691 
1123 es11h [30]Comunidad de Madrid                 2011            0.432 0.0951 
1124 es11h [41]Castilla y León                     2011            0.540 0.0348 
1125 es11h [42]Castilla-La Mancha                  2011            0.526 0.0565 
1126 es11h [43]Extremadura                         2011            0.574 0.0271 
1127 es11h [51]Cataluña                            2011            0.463 0.113  
1128 es11h [52]Comunidad Valenciana                2011            0.497 0.0863 
1129 es11h [53]Illes Balears                       2011            0.401 0.147  
1130 es11h [61]Andalucía                           2011            0.557 0.0374 
1131 es11h [62]Región de Murcia                    2011            0.493 0.0658 
1132 es11h [63]Ciudad Autónoma de Ceuta            2011            0.476 0.0812 
1133 es11h [64]Ciudad Autónoma de Melilla          2011            0.408 0.130  
1134 es11h [70]Canarias                            2011            0.531 0.0709 
1135 es12h [11]Galicia                             2012            0.518 0.0400 
1136 es12h [12]Principado de Asturias              2012            0.533 0.0422 
1137 es12h [13]Cantabria                           2012            0.542 0.0640 
1138 es12h [21]País Vasco                          2012            0.446 0.0503 
1139 es12h [22]Comunidad Foral de Navarra          2012            0.438 0.0627 
1140 es12h [23]La Rioja                            2012            0.461 0.0920 
1141 es12h [24]Aragón                              2012            0.453 0.0701 
1142 es12h [30]Comunidad de Madrid                 2012            0.426 0.0953 
1143 es12h [41]Castilla y León                     2012            0.541 0.0423 
1144 es12h [42]Castilla-La Mancha                  2012            0.539 0.0581 
1145 es12h [43]Extremadura                         2012            0.539 0.0211 
1146 es12h [51]Cataluña                            2012            0.452 0.112  
1147 es12h [52]Comunidad Valenciana                2012            0.479 0.0653 
1148 es12h [53]Illes Balears                       2012            0.386 0.154  
1149 es12h [61]Andalucía                           2012            0.564 0.0434 
1150 es12h [62]Región de Murcia                    2012            0.479 0.0891 
1151 es12h [63]Ciudad Autónoma de Ceuta            2012            0.461 0.124  
1152 es12h [64]Ciudad Autónoma de Melilla          2012            0.442 0.118  
1153 es12h [70]Canarias                            2012            0.544 0.0750 
1154 es13h [11]Galicia                             2013            0.518 0.0406 
1155 es13h [12]Principado de Asturias              2013            0.538 0.0529 
1156 es13h [13]Cantabria                           2013            0.552 0.0619 
1157 es13h [21]País Vasco                          2013            0.454 0.0562 
1158 es13h [22]Comunidad Foral de Navarra          2013            0.436 0.0587 
1159 es13h [23]La Rioja                            2013            0.473 0.113  
1160 es13h [24]Aragón                              2013            0.428 0.0877 
1161 es13h [30]Comunidad de Madrid                 2013            0.433 0.0952 
1162 es13h [41]Castilla y León                     2013            0.548 0.0465 
1163 es13h [42]Castilla-La Mancha                  2013            0.535 0.0396 
1164 es13h [43]Extremadura                         2013            0.525 0.0237 
1165 es13h [51]Cataluña                            2013            0.452 0.0934 
1166 es13h [52]Comunidad Valenciana                2013            0.482 0.0624 
1167 es13h [53]Illes Balears                       2013            0.395 0.159  
1168 es13h [61]Andalucía                           2013            0.562 0.0423 
1169 es13h [62]Región de Murcia                    2013            0.491 0.116  
1170 es13h [63]Ciudad Autónoma de Ceuta            2013            0.483 0.125  
1171 es13h [64]Ciudad Autónoma de Melilla          2013            0.473 0.125  
1172 es13h [70]Canarias                            2013            0.562 0.0741 
1173 es14h [11]Galicia                             2014            0.521 0.0421 
1174 es14h [12]Principado de Asturias              2014            0.541 0.0541 
1175 es14h [13]Cantabria                           2014            0.494 0.0565 
1176 es14h [21]País Vasco                          2014            0.432 0.0534 
1177 es14h [22]Comunidad Foral de Navarra          2014            0.436 0.0562 
1178 es14h [23]La Rioja                            2014            0.45  0.122  
1179 es14h [24]Aragón                              2014            0.434 0.0814 
1180 es14h [30]Comunidad de Madrid                 2014            0.436 0.104  
1181 es14h [41]Castilla y León                     2014            0.537 0.0414 
1182 es14h [42]Castilla-La Mancha                  2014            0.517 0.0411 
1183 es14h [43]Extremadura                         2014            0.509 0.0185 
1184 es14h [51]Cataluña                            2014            0.434 0.0872 
1185 es14h [52]Comunidad Valenciana                2014            0.472 0.0582 
1186 es14h [53]Illes Balears                       2014            0.359 0.142  
1187 es14h [61]Andalucía                           2014            0.552 0.0374 
1188 es14h [62]Región de Murcia                    2014            0.453 0.123  
1189 es14h [63]Ciudad Autónoma de Ceuta            2014            0.351 0.0677 
1190 es14h [64]Ciudad Autónoma de Melilla          2014            0.435 0.119  
1191 es14h [70]Canarias                            2014            0.517 0.072  
1192 es15h [11]Galicia                             2015            0.537 0.0513 
1193 es15h [12]Principado de Asturias              2015            0.529 0.0545 
1194 es15h [13]Cantabria                           2015            0.465 0.0483 
1195 es15h [21]País Vasco                          2015            0.424 0.0468 
1196 es15h [22]Comunidad Foral de Navarra          2015            0.450 0.0661 
1197 es15h [23]La Rioja                            2015            0.459 0.114  
1198 es15h [24]Aragón                              2015            0.459 0.0719 
1199 es15h [30]Comunidad de Madrid                 2015            0.436 0.107  
1200 es15h [41]Castilla y León                     2015            0.533 0.0432 
1201 es15h [42]Castilla-La Mancha                  2015            0.506 0.0518 
1202 es15h [43]Extremadura                         2015            0.495 0.0178 
1203 es15h [51]Cataluña                            2015            0.417 0.112  
1204 es15h [52]Comunidad Valenciana                2015            0.462 0.0638 
1205 es15h [53]Illes Balears                       2015            0.328 0.158  
1206 es15h [61]Andalucía                           2015            0.542 0.0378 
1207 es15h [62]Región de Murcia                    2015            0.462 0.112  
1208 es15h [63]Ciudad Autónoma de Ceuta            2015            0.355 0.0897 
1209 es15h [64]Ciudad Autónoma de Melilla          2015            0.420 0.123  
1210 es15h [70]Canarias                            2015            0.554 0.0747 
1211 es16h [11]Galicia                             2016            0.522 0.0504 
1212 es16h [12]Principado de Asturias              2016            0.529 0.0415 
1213 es16h [13]Cantabria                           2016            0.445 0.041  
1214 es16h [21]País Vasco                          2016            0.423 0.0482 
1215 es16h [22]Comunidad Foral de Navarra          2016            0.421 0.0771 
1216 es16h [23]La Rioja                            2016            0.458 0.112  
1217 es16h [24]Aragón                              2016            0.434 0.0796 
1218 es16h [30]Comunidad de Madrid                 2016            0.436 0.112  
1219 es16h [41]Castilla y León                     2016            0.476 0.0517 
1220 es16h [42]Castilla-La Mancha                  2016            0.471 0.0606 
1221 es16h [43]Extremadura                         2016            0.517 0.0253 
1222 es16h [51]Cataluña                            2016            0.419 0.131  
1223 es16h [52]Comunidad Valenciana                2016            0.461 0.0710 
1224 es16h [53]Illes Balears                       2016            0.348 0.169  
1225 es16h [61]Andalucía                           2016            0.543 0.0430 
1226 es16h [62]Región de Murcia                    2016            0.456 0.112  
1227 es16h [63]Ciudad Autónoma de Ceuta            2016            0.516 0.103  
1228 es16h [64]Ciudad Autónoma de Melilla          2016            0.425 0.159  
1229 es16h [70]Canarias                            2016            0.499 0.0928 
1230 es17h [11]Galicia                             2017            0.503 0.0473 
1231 es17h [12]Principado de Asturias              2017            0.514 0.0435 
1232 es17h [13]Cantabria                           2017            0.473 0.0435 
1233 es17h [21]País Vasco                          2017            0.451 0.0556 
1234 es17h [22]Comunidad Foral de Navarra          2017            0.404 0.0842 
1235 es17h [23]La Rioja                            2017            0.415 0.124  
1236 es17h [24]Aragón                              2017            0.450 0.0896 
1237 es17h [30]Comunidad de Madrid                 2017            0.410 0.127  
1238 es17h [41]Castilla y León                     2017            0.463 0.0544 
1239 es17h [42]Castilla-La Mancha                  2017            0.494 0.0684 
1240 es17h [43]Extremadura                         2017            0.537 0.0295 
1241 es17h [51]Cataluña                            2017            0.399 0.134  
1242 es17h [52]Comunidad Valenciana                2017            0.447 0.0686 
1243 es17h [53]Illes Balears                       2017            0.347 0.173  
1244 es17h [61]Andalucía                           2017            0.526 0.0410 
1245 es17h [62]Región de Murcia                    2017            0.465 0.109  
1246 es17h [63]Ciudad Autónoma de Ceuta            2017            0.518 0.0970 
1247 es17h [64]Ciudad Autónoma de Melilla          2017            0.456 0.162  
1248 es17h [70]Canarias                            2017            0.507 0.0989 
1249 es18h [11]Galicia                             2018            0.503 0.0573 
1250 es18h [12]Principado de Asturias              2018            0.515 0.0434 
1251 es18h [13]Cantabria                           2018            0.478 0.0482 
1252 es18h [21]País Vasco                          2018            0.464 0.0706 
1253 es18h [22]Comunidad Foral de Navarra          2018            0.387 0.112  
1254 es18h [23]La Rioja                            2018            0.442 0.108  
1255 es18h [24]Aragón                              2018            0.430 0.0736 
1256 es18h [30]Comunidad de Madrid                 2018            0.392 0.137  
1257 es18h [41]Castilla y León                     2018            0.453 0.0487 
1258 es18h [42]Castilla-La Mancha                  2018            0.482 0.0856 
1259 es18h [43]Extremadura                         2018            0.531 0.0354 
1260 es18h [51]Cataluña                            2018            0.416 0.148  
1261 es18h [52]Comunidad Valenciana                2018            0.439 0.0873 
1262 es18h [53]Illes Balears                       2018            0.366 0.204  
1263 es18h [61]Andalucía                           2018            0.503 0.0547 
1264 es18h [62]Región de Murcia                    2018            0.436 0.119  
1265 es18h [63]Ciudad Autónoma de Ceuta            2018            0.528 0.111  
1266 es18h [64]Ciudad Autónoma de Melilla          2018            0.485 0.118  
