    file  region                                  year avg_gini
 953 de98h [3]DE3 - Berlin                         1998   0.290 
 954 de98h [4]DE4 - Brandenburg                    1998   0.241 
 955 de98h [5]DE5 - Bremen                         1998   0.274 
 956 de98h [6]DE6 - Hamburg                        1998   0.288 
 957 de98h [7]DE7 - Hesse                          1998   0.278 
 958 de98h [8]DE8 - Mecklenburg-Western Pomerania  1998   0.293 
 959 de98h [9]DE9 - Lower Saxony                   1998   0.268 
 960 de99h [10]DEA - North Rhine-Westphalia        1999   0.283 
 961 de99h [11]DEB - Rhineland-Palatinate          1999   0.253 
 962 de99h [12]DEC - Saarland                      1999   0.259 
 963 de99h [13]DED - Saxony                        1999   0.254 
 964 de99h [14]DEE - Saxony-Anhalt                 1999   0.265 
 965 de99h [15]DEF - Schleswig-Holstein            1999   0.274 
 966 de99h [16]DEG - Thuringia                     1999   0.259 
 967 de99h [1]DE1 - Baden-Wuerttemberg             1999   0.260 
 968 de99h [2]DE2 - Bavaria                        1999   0.277 
 969 de99h [3]DE3 - Berlin                         1999   0.292 
 970 de99h [4]DE4 - Brandenburg                    1999   0.259 
 971 de99h [5]DE5 - Bremen                         1999   0.268 
 972 de99h [6]DE6 - Hamburg                        1999   0.311 
 973 de99h [7]DE7 - Hesse                          1999   0.289 
 974 de99h [8]DE8 - Mecklenburg-Western Pomerania  1999   0.306 
 975 de99h [9]DE9 - Lower Saxony                   1999   0.281 
 976 es00h [1]North-East                           2000   0.338 
 977 es00h [2]North-West                           2000   0.334 
 978 es00h [3]Madrid                               2000   0.330 
 979 es00h [4]Central                              2000   0.355 
 980 es00h [5]East                                 2000   0.348 
 981 es00h [6]South                                2000   0.313 
 982 es00h [7]Canary Islands                       2000   0.354 
 983 es00h <NA>                                    2000   0.424 
 984 es04h [11]Galicia                             2004   0.330 
 985 es04h [12]Principado de Asturias              2004   0.363 
 986 es04h [13]Cantabria                           2004   0.326 
 987 es04h [21]País Vasco                          2004   0.351 
 988 es04h [22]Comunidad Foral de Navarra          2004   0.338 
 989 es04h [23]La Rioja                            2004   0.321 
 990 es04h [24]Aragón                              2004   0.354 
 991 es04h [30]Comunidad de Madrid                 2004   0.346 
 992 es04h [41]Castilla y León                     2004   0.360 
 993 es04h [42]Castilla-La Mancha                  2004   0.383 
 994 es04h [43]Extremadura                         2004   0.358 
 995 es04h [51]Cataluña                            2004   0.323 
 996 es04h [52]Comunidad Valenciana                2004   0.337 
 997 es04h [53]Illes Balears                       2004   0.349 
 998 es04h [61]Andalucía                           2004   0.349 
 999 es04h [62]Región de Murcia                    2004   0.329 
1000 es04h [63]Ciudad Autónoma de Ceuta            2004   0.412 
1001 es04h [70]Canarias                            2004   0.367 
1002 es05h [11]Galicia                             2005   0.341 
1003 es05h [12]Principado de Asturias              2005   0.321 
1004 es05h [13]Cantabria                           2005   0.304 
1005 es05h [21]País Vasco                          2005   0.349 
1006 es05h [22]Comunidad Foral de Navarra          2005   0.333 
1007 es05h [23]La Rioja                            2005   0.316 
1008 es05h [24]Aragón                              2005   0.319 
1009 es05h [30]Comunidad de Madrid                 2005   0.335 
1010 es05h [41]Castilla y León                     2005   0.355 
1011 es05h [42]Castilla-La Mancha                  2005   0.362 
1012 es05h [43]Extremadura                         2005   0.367 
1013 es05h [51]Cataluña                            2005   0.321 
1014 es05h [52]Comunidad Valenciana                2005   0.312 
1015 es05h [53]Illes Balears                       2005   0.336 
1016 es05h [61]Andalucía                           2005   0.348 
1017 es05h [62]Región de Murcia                    2005   0.341 
1018 es05h [63]Ciudad Autónoma de Ceuta            2005   0.407 
1019 es05h [64]Ciudad Autónoma de Melilla          2005   0.383 
1020 es05h [70]Canarias                            2005   0.365 
1021 es06h [11]Galicia                             2006   0.328 
1022 es06h [12]Principado de Asturias              2006   0.296 
1023 es06h [13]Cantabria                           2006   0.309 
1024 es06h [21]País Vasco                          2006   0.307 
1025 es06h [22]Comunidad Foral de Navarra          2006   0.307 
1026 es06h [23]La Rioja                            2006   0.325 
1027 es06h [24]Aragón                              2006   0.332 
1028 es06h [30]Comunidad de Madrid                 2006   0.355 
1029 es06h [41]Castilla y León                     2006   0.343 
1030 es06h [42]Castilla-La Mancha                  2006   0.345 
1031 es06h [43]Extremadura                         2006   0.371 
1032 es06h [51]Cataluña                            2006   0.319 
1033 es06h [52]Comunidad Valenciana                2006   0.311 
1034 es06h [53]Illes Balears                       2006   0.337 
1035 es06h [61]Andalucía                           2006   0.345 
1036 es06h [62]Región de Murcia                    2006   0.322 
1037 es06h [63]Ciudad Autónoma de Ceuta            2006   0.400 
1038 es06h [64]Ciudad Autónoma de Melilla          2006   0.380 
1039 es06h [70]Canarias                            2006   0.367 
1040 es07h [11]Galicia                             2007   0.321 
1041 es07h [12]Principado de Asturias              2007   0.338 
1042 es07h [13]Cantabria                           2007   0.320 
1043 es07h [21]País Vasco                          2007   0.307 
1044 es07h [22]Comunidad Foral de Navarra          2007   0.304 
1045 es07h [23]La Rioja                            2007   0.321 
1046 es07h [24]Aragón                              2007   0.305 
1047 es07h [30]Comunidad de Madrid                 2007   0.343 
1048 es07h [41]Castilla y León                     2007   0.322 
1049 es07h [42]Castilla-La Mancha                  2007   0.345 
1050 es07h [43]Extremadura                         2007   0.365 
1051 es07h [51]Cataluña                            2007   0.321 
1052 es07h [52]Comunidad Valenciana                2007   0.329 
1053 es07h [53]Illes Balears                       2007   0.322 
1054 es07h [61]Andalucía                           2007   0.353 
1055 es07h [62]Región de Murcia                    2007   0.346 
1056 es07h [63]Ciudad Autónoma de Ceuta            2007   0.410 
1057 es07h [64]Ciudad Autónoma de Melilla          2007   0.327 
1058 es07h [70]Canarias                            2007   0.338 
1059 es08h [11]Galicia                             2008   0.319 
1060 es08h [12]Principado de Asturias              2008   0.341 
1061 es08h [13]Cantabria                           2008   0.336 
1062 es08h [21]País Vasco                          2008   0.325 
1063 es08h [22]Comunidad Foral de Navarra          2008   0.318 
1064 es08h [23]La Rioja                            2008   0.328 
1065 es08h [24]Aragón                              2008   0.317 
1066 es08h [30]Comunidad de Madrid                 2008   0.357 
1067 es08h [41]Castilla y León                     2008   0.329 
1068 es08h [42]Castilla-La Mancha                  2008   0.328 
1069 es08h [43]Extremadura                         2008   0.356 
1070 es08h [51]Cataluña                            2008   0.327 
1071 es08h [52]Comunidad Valenciana                2008   0.332 
1072 es08h [53]Illes Balears                       2008   0.343 
1073 es08h [61]Andalucía                           2008   0.345 
1074 es08h [62]Región de Murcia                    2008   0.343 
1075 es08h [63]Ciudad Autónoma de Ceuta            2008   0.424 
1076 es08h [64]Ciudad Autónoma de Melilla          2008   0.367 
1077 es08h [70]Canarias                            2008   0.336 
1078 es09h [11]Galicia                             2009   0.324 
1079 es09h [12]Principado de Asturias              2009   0.324 
1080 es09h [13]Cantabria                           2009   0.339 
1081 es09h [21]País Vasco                          2009   0.329 
1082 es09h [22]Comunidad Foral de Navarra          2009   0.322 
1083 es09h [23]La Rioja                            2009   0.331 
1084 es09h [24]Aragón                              2009   0.309 
1085 es09h [30]Comunidad de Madrid                 2009   0.345 
1086 es09h [41]Castilla y León                     2009   0.323 
1087 es09h [42]Castilla-La Mancha                  2009   0.370 
1088 es09h [43]Extremadura                         2009   0.372 
1089 es09h [51]Cataluña                            2009   0.346 
1090 es09h [52]Comunidad Valenciana                2009   0.338 
1091 es09h [53]Illes Balears                       2009   0.373 
1092 es09h [61]Andalucía                           2009   0.348 
1093 es09h [62]Región de Murcia                    2009   0.353 
1094 es09h [63]Ciudad Autónoma de Ceuta            2009   0.373 
1095 es09h [64]Ciudad Autónoma de Melilla          2009   0.370 
1096 es09h [70]Canarias                            2009   0.344 
1097 es10h [11]Galicia                             2010   0.327 
1098 es10h [12]Principado de Asturias              2010   0.322 
1099 es10h [13]Cantabria                           2010   0.349 
1100 es10h [21]País Vasco                          2010   0.340 
1101 es10h [22]Comunidad Foral de Navarra          2010   0.318 
1102 es10h [23]La Rioja                            2010   0.343 
1103 es10h [24]Aragón                              2010   0.334 
1104 es10h [30]Comunidad de Madrid                 2010   0.364 
1105 es10h [41]Castilla y León                     2010   0.326 
1106 es10h [42]Castilla-La Mancha                  2010   0.352 
1107 es10h [43]Extremadura                         2010   0.356 
1108 es10h [51]Cataluña                            2010   0.338 
1109 es10h [52]Comunidad Valenciana                2010   0.351 
1110 es10h [53]Illes Balears                       2010   0.371 
1111 es10h [61]Andalucía                           2010   0.357 
1112 es10h [62]Región de Murcia                    2010   0.332 
1113 es10h [63]Ciudad Autónoma de Ceuta            2010   0.347 
1114 es10h [64]Ciudad Autónoma de Melilla          2010   0.400 
1115 es10h [70]Canarias                            2010   0.348 
1116 es11h [11]Galicia                             2011   0.324 
1117 es11h [12]Principado de Asturias              2011   0.330 
1118 es11h [13]Cantabria                           2011   0.344 
1119 es11h [21]País Vasco                          2011   0.340 
1120 es11h [22]Comunidad Foral de Navarra          2011   0.322 
1121 es11h [23]La Rioja                            2011   0.339 
1122 es11h [24]Aragón                              2011   0.320 
1123 es11h [30]Comunidad de Madrid                 2011   0.357 
1124 es11h [41]Castilla y León                     2011   0.326 
1125 es11h [42]Castilla-La Mancha                  2011   0.348 
1126 es11h [43]Extremadura                         2011   0.342 
1127 es11h [51]Cataluña                            2011   0.342 
1128 es11h [52]Comunidad Valenciana                2011   0.360 
1129 es11h [53]Illes Balears                       2011   0.361 
1130 es11h [61]Andalucía                           2011   0.354 
1131 es11h [62]Región de Murcia                    2011   0.323 
1132 es11h [63]Ciudad Autónoma de Ceuta            2011   0.377 
1133 es11h [64]Ciudad Autónoma de Melilla          2011   0.386 
1134 es11h [70]Canarias                            2011   0.342 
1135 es12h [11]Galicia                             2012   0.318 
1136 es12h [12]Principado de Asturias              2012   0.323 
1137 es12h [13]Cantabria                           2012   0.318 
1138 es12h [21]País Vasco                          2012   0.323 
1139 es12h [22]Comunidad Foral de Navarra          2012   0.314 
1140 es12h [23]La Rioja                            2012   0.329 
1141 es12h [24]Aragón                              2012   0.328 
1142 es12h [30]Comunidad de Madrid                 2012   0.342 
1143 es12h [41]Castilla y León                     2012   0.329 
1144 es12h [42]Castilla-La Mancha                  2012   0.348 
1145 es12h [43]Extremadura                         2012   0.340 
1146 es12h [51]Cataluña                            2012   0.342 
1147 es12h [52]Comunidad Valenciana                2012   0.335 
1148 es12h [53]Illes Balears                       2012   0.365 
1149 es12h [61]Andalucía                           2012   0.347 
1150 es12h [62]Región de Murcia                    2012   0.322 
1151 es12h [63]Ciudad Autónoma de Ceuta            2012   0.379 
1152 es12h [64]Ciudad Autónoma de Melilla          2012   0.427 
1153 es12h [70]Canarias                            2012   0.343 
1154 es13h [11]Galicia                             2013   0.332 
1155 es13h [12]Principado de Asturias              2013   0.326 
1156 es13h [13]Cantabria                           2013   0.301 
1157 es13h [21]País Vasco                          2013   0.315 
1158 es13h [22]Comunidad Foral de Navarra          2013   0.303 
1159 es13h [23]La Rioja                            2013   0.333 
1160 es13h [24]Aragón                              2013   0.335 
1161 es13h [30]Comunidad de Madrid                 2013   0.362 
1162 es13h [41]Castilla y León                     2013   0.350 
1163 es13h [42]Castilla-La Mancha                  2013   0.351 
1164 es13h [43]Extremadura                         2013   0.320 
1165 es13h [51]Cataluña                            2013   0.357 
1166 es13h [52]Comunidad Valenciana                2013   0.335 
1167 es13h [53]Illes Balears                       2013   0.341 
1168 es13h [61]Andalucía                           2013   0.358 
1169 es13h [62]Región de Murcia                    2013   0.349 
1170 es13h [63]Ciudad Autónoma de Ceuta            2013   0.379 
1171 es13h [64]Ciudad Autónoma de Melilla          2013   0.409 
1172 es13h [70]Canarias                            2013   0.362 
1173 es14h [11]Galicia                             2014   0.343 
1174 es14h [12]Principado de Asturias              2014   0.319 
1175 es14h [13]Cantabria                           2014   0.308 
1176 es14h [21]País Vasco                          2014   0.331 
1177 es14h [22]Comunidad Foral de Navarra          2014   0.310 
1178 es14h [23]La Rioja                            2014   0.323 
1179 es14h [24]Aragón                              2014   0.335 
1180 es14h [30]Comunidad de Madrid                 2014   0.376 
1181 es14h [41]Castilla y León                     2014   0.323 
1182 es14h [42]Castilla-La Mancha                  2014   0.355 
1183 es14h [43]Extremadura                         2014   0.335 
1184 es14h [51]Cataluña                            2014   0.345 
1185 es14h [52]Comunidad Valenciana                2014   0.331 
1186 es14h [53]Illes Balears                       2014   0.337 
1187 es14h [61]Andalucía                           2014   0.348 
1188 es14h [62]Región de Murcia                    2014   0.339 
1189 es14h [63]Ciudad Autónoma de Ceuta            2014   0.320 
1190 es14h [64]Ciudad Autónoma de Melilla          2014   0.388 
1191 es14h [70]Canarias                            2014   0.372 
1192 es15h [11]Galicia                             2015   0.346 
1193 es15h [12]Principado de Asturias              2015   0.315 
1194 es15h [13]Cantabria                           2015   0.304 
1195 es15h [21]País Vasco                          2015   0.326 
1196 es15h [22]Comunidad Foral de Navarra          2015   0.314 
1197 es15h [23]La Rioja                            2015   0.305 
1198 es15h [24]Aragón                              2015   0.316 
1199 es15h [30]Comunidad de Madrid                 2015   0.373 
1200 es15h [41]Castilla y León                     2015   0.320 
1201 es15h [42]Castilla-La Mancha                  2015   0.363 
1202 es15h [43]Extremadura                         2015   0.332 
1203 es15h [51]Cataluña                            2015   0.348 
1204 es15h [52]Comunidad Valenciana                2015   0.332 
1205 es15h [53]Illes Balears                       2015   0.326 
1206 es15h [61]Andalucía                           2015   0.367 
1207 es15h [62]Región de Murcia                    2015   0.335 
1208 es15h [63]Ciudad Autónoma de Ceuta            2015   0.345 
1209 es15h [64]Ciudad Autónoma de Melilla          2015   0.371 
1210 es15h [70]Canarias                            2015   0.387 
1211 es16h [11]Galicia                             2016   0.346 
1212 es16h [12]Principado de Asturias              2016   0.323 
1213 es16h [13]Cantabria                           2016   0.301 
1214 es16h [21]País Vasco                          2016   0.337 
1215 es16h [22]Comunidad Foral de Navarra          2016   0.312 
1216 es16h [23]La Rioja                            2016   0.305 
1217 es16h [24]Aragón                              2016   0.304 
1218 es16h [30]Comunidad de Madrid                 2016   0.370 
1219 es16h [41]Castilla y León                     2016   0.315 
1220 es16h [42]Castilla-La Mancha                  2016   0.365 
1221 es16h [43]Extremadura                         2016   0.343 
1222 es16h [51]Cataluña                            2016   0.354 
1223 es16h [52]Comunidad Valenciana                2016   0.351 
1224 es16h [53]Illes Balears                       2016   0.332 
1225 es16h [61]Andalucía                           2016   0.366 
1226 es16h [62]Región de Murcia                    2016   0.335 
1227 es16h [63]Ciudad Autónoma de Ceuta            2016   0.378 
1228 es16h [64]Ciudad Autónoma de Melilla          2016   0.374 
1229 es16h [70]Canarias                            2016   0.359 
1230 es17h [11]Galicia                             2017   0.347 
1231 es17h [12]Principado de Asturias              2017   0.330 
1232 es17h [13]Cantabria                           2017   0.305 
1233 es17h [21]País Vasco                          2017   0.347 
1234 es17h [22]Comunidad Foral de Navarra          2017   0.296 
1235 es17h [23]La Rioja                            2017   0.331 
1236 es17h [24]Aragón                              2017   0.300 
1237 es17h [30]Comunidad de Madrid                 2017   0.364 
1238 es17h [41]Castilla y León                     2017   0.335 
1239 es17h [42]Castilla-La Mancha                  2017   0.356 
1240 es17h [43]Extremadura                         2017   0.332 
1241 es17h [51]Cataluña                            2017   0.349 
1242 es17h [52]Comunidad Valenciana                2017   0.338 
1243 es17h [53]Illes Balears                       2017   0.320 
1244 es17h [61]Andalucía                           2017   0.364 
1245 es17h [62]Región de Murcia                    2017   0.334 
1246 es17h [63]Ciudad Autónoma de Ceuta            2017   0.389 
1247 es17h [64]Ciudad Autónoma de Melilla          2017   0.397 
1248 es17h [70]Canarias                            2017   0.347 
1249 es18h [11]Galicia                             2018   0.338 
1250 es18h [12]Principado de Asturias              2018   0.355 
1251 es18h [13]Cantabria                           2018   0.317 
1252 es18h [21]País Vasco                          2018   0.341 
1253 es18h [22]Comunidad Foral de Navarra          2018   0.292 
1254 es18h [23]La Rioja                            2018   0.330 
1255 es18h [24]Aragón                              2018   0.297 
1256 es18h [30]Comunidad de Madrid                 2018   0.364 
1257 es18h [41]Castilla y León                     2018   0.334 
1258 es18h [42]Castilla-La Mancha                  2018   0.341 
1259 es18h [43]Extremadura                         2018   0.326 
1260 es18h [51]Cataluña                            2018   0.343 
1261 es18h [52]Comunidad Valenciana                2018   0.329 
1262 es18h [53]Illes Balears                       2018   0.306 
1263 es18h [61]Andalucía                           2018   0.347 
1264 es18h [62]Región de Murcia                    2018   0.312 
1265 es18h [63]Ciudad Autónoma de Ceuta            2018   0.404 
1266 es18h [64]Ciudad Autónoma de Melilla          2018   0.400 
1267 es18h [70]Canarias                            2018   0.340 
1268 es19h [11]Galicia                             2019   0.313 
1269 es19h [12]Principado de Asturias              2019   0.345 
1270 es19h [13]Cantabria                           2019   0.322 
1271 es19h [21]País Vasco                          2019   0.319 
1272 es19h [22]Comunidad Foral de Navarra          2019   0.310 
1273 es19h [23]La Rioja                            2019   0.301 
1274 es19h [24]Aragón                              2019   0.289 
1275 es19h [30]Comunidad de Madrid                 2019   0.334 
1276 es19h [41]Castilla y León                     2019   0.327 
1277 es19h [42]Castilla-La Mancha                  2019   0.335 
1278 es19h [43]Extremadura                         2019   0.310 
1279 es19h [51]Cataluña                            2019   0.331 
1280 es19h [52]Comunidad Valenciana                2019   0.317 
1281 es19h [53]Illes Balears                       2019   0.297 
1282 es19h [61]Andalucía                           2019   0.332 
1283 es19h [62]Región de Murcia                    2019   0.298 
1284 es19h [63]Ciudad Autónoma de Ceuta            2019   0.392 
1285 es19h [64]Ciudad Autónoma de Melilla          2019   0.443 
1286 es19h [70]Canarias                            2019   0.348 
1287 es85h <NA>                                    1985   0.322 
1288 es90h [11]Galicia                             1990   0.308 
1289 es90h [12]Principado de Asturia               1990   0.274 
1290 es90h [13]Cantabria                           1990   0.265 
1291 es90h [21]Pais Vasco                          1990   0.310 
1292 es90h [22]Communidad Foral de Navarra         1990   0.273 
1293 es90h [23]La Rioja                            1990   0.338 
1294 es90h [24]Aragon                              1990   0.294 
1295 es90h [30]Communidad de Madrid                1990   0.318 
1296 es90h [41]Castilla y Leon                     1990   0.321 
1297 es90h [42]Castilla la Mancha                  1990   0.332 
1298 es90h [43]Extremadura                         1990   0.351 
1299 es90h [51]Cataluna                            1990   0.305 
1300 es90h [52]Comunidad Valenciana                1990   0.292 
1301 es90h [53]Illes Balears                       1990   0.306 
1302 es90h [61]Andalucia                           1990   0.325 
1303 es90h [62]Region de Murcia                    1990   0.332 
1304 es90h [65]Ciudad Autonoma de Ceuta y Melilla  1990   0.367 
1305 es90h [70]Canarias                            1990   0.335 
1306 es93h [1]North-East                           1993   0.345 
1307 es93h [2]North-West                           1993   0.328 
1308 es93h [3]Madrid                               1993   0.349 
1309 es93h [4]Central                              1993   0.366 
1310 es93h [5]East                                 1993   0.345 
1311 es93h [6]South                                1993   0.343 
1312 es93h [7]Canary Islands                       1993   0.351 
1313 es93h <NA>                                    1993   0.381 
1314 es94h [1]North-East                           1994   0.337 
1315 es94h [2]North-West                           1994   0.326 
1316 es94h [3]Madrid                               1994   0.344 
1317 es94h [4]Central                              1994   0.359 
1318 es94h [5]East                                 1994   0.346 
1319 es94h [6]South                                1994   0.333 
1320 es94h [7]Canary Islands                       1994   0.323 
1321 es94h <NA>                                    1994   0.325 
1322 es95h [1]North-East                           1995   0.359 
1323 es95h [2]North-West                           1995   0.313 
1324 es95h [3]Madrid                               1995   0.361 
1325 es95h [4]Central                              1995   0.363 
1326 es95h [5]East                                 1995   0.339 
1327 es95h [6]South                                1995   0.338 
1328 es95h [7]Canary Islands                       1995   0.325 
1329 es95h <NA>                                    1995   0.308 
1330 es96h [1]North-East                           1996   0.354 
1331 es96h [2]North-West                           1996   0.339 
1332 es96h [3]Madrid                               1996   0.347 
1333 es96h [4]Central                              1996   0.353 
1334 es96h [5]East                                 1996   0.353 
1335 es96h [6]South                                1996   0.355 
1336 es96h [7]Canary Islands                       1996   0.378 
1337 es96h <NA>                                    1996   0.340 
1338 es97h [1]North-East                           1997   0.345 
1339 es97h [2]North-West                           1997   0.318 
1340 es97h [3]Madrid                               1997   0.348 
1341 es97h [4]Central                              1997   0.344 
1342 es97h [5]East                                 1997   0.348 
1343 es97h [6]South                                1997   0.340 
1344 es97h [7]Canary Islands                       1997   0.360 
1345 es97h <NA>                                    1997   0.348 
1346 es98h [1]North-East                           1998   0.335 
1347 es98h [2]North-West                           1998   0.318 
1348 es98h [3]Madrid                               1998   0.341 
1349 es98h [4]Central                              1998   0.341 
1350 es98h [5]East                                 1998   0.337 
1351 es98h [6]South                                1998   0.341 
1352 es98h [7]Canary Islands                       1998   0.336 
1353 es98h <NA>                                    1998   0.327 
1354 es99h [1]North-East                           1999   0.327 
1355 es99h [2]North-West                           1999   0.324 
1356 es99h [3]Madrid                               1999   0.354 
1357 es99h [4]Central                              1999   0.341 
1358 es99h [5]East                                 1999   0.351 
1359 es99h [6]South                                1999   0.331 
1360 es99h [7]Canary Islands                       1999   0.364 
1361 es99h <NA>                                    1999   0.381 
1362 fr00h Alsace                                  2000   0.296 
1363 fr00h Aquitaine                               2000   0.298 
1364 fr00h Auvergne                                2000   0.311 
1365 fr00h Basse-Normandie                         2000   0.290 
1366 fr00h Bourgogne                               2000   0.290 
1367 fr00h Bretagne                                2000   0.303 
1368 fr00h Centre                                  2000   0.279 
1369 fr00h Champagne-Ardenne                       2000   0.306 
1370 fr00h Franche-Comté                           2000   0.267 
1371 fr00h Haute-Normandie                         2000   0.306 
1372 fr00h Ile-de-France                           2000   0.320 
1373 fr00h Languedoc-Roussillon                    2000   0.323 
1374 fr00h Limousin                                2000   0.308 
1375 fr00h Lorraine                                2000   0.300 
1376 fr00h Midi-Pyrénées                           2000   0.310 
1377 fr00h Nord-Pas de Calais                      2000   0.306 
1378 fr00h Pays de la Loire                        2000   0.299 
1379 fr00h Picardie                                2000   0.275 
1380 fr00h Poitou-Charentes                        2000   0.304 
1381 fr00h Provence-Côte d'Azur-Corse              2000   0.315 
1382 fr00h Rhône-Alpes                             2000   0.307 
1383 fr01h Alsace                                  2001   0.301 
1384 fr01h Aquitaine                               2001   0.295 
1385 fr01h Auvergne                                2001   0.297 
1386 fr01h Basse-Normandie                         2001   0.288 
1387 fr01h Bourgogne                               2001   0.277 
1388 fr01h Bretagne                                2001   0.304 
1389 fr01h Centre                                  2001   0.283 
1390 fr01h Champagne-Ardenne                       2001   0.299 
1391 fr01h Franche-Comté                           2001   0.269 
1392 fr01h Haute-Normandie                         2001   0.313 
1393 fr01h Ile-de-France                           2001   0.320 
1394 fr01h Languedoc-Roussillon                    2001   0.314 
1395 fr01h Limousin                                2001   0.301 
1396 fr01h Lorraine                                2001   0.290 
1397 fr01h Midi-Pyrénées                           2001   0.308 
1398 fr01h Nord-Pas de Calais                      2001   0.306 
1399 fr01h Pays de la Loire                        2001   0.296 
1400 fr01h Picardie                                2001   0.280 
1401 fr01h Poitou-Charentes                        2001   0.303 
1402 fr01h Provence-Côte d'Azur-Corse              2001   0.302 
1403 fr01h Rhône-Alpes                             2001   0.299 
1404 fr02h Alsace                                  2002   0.307 
1405 fr02h Aquitaine                               2002   0.318 
1406 fr02h Auvergne                                2002   0.309 
1407 fr02h Basse-Normandie                         2002   0.298 
1408 fr02h Bourgogne                               2002   0.282 
1409 fr02h Bretagne                                2002   0.311 
1410 fr02h Centre                                  2002   0.296 
1411 fr02h Champagne-Ardenne                       2002   0.328 
1412 fr02h Corse                                   2002   0.377 
1413 fr02h Franche-Comté                           2002   0.278 
1414 fr02h Haute-Normandie                         2002   0.289 
1415 fr02h Ile-de-France                           2002   0.325 
1416 fr02h Languedoc-Roussillon                    2002   0.311 
1417 fr02h Limousin                                2002   0.292 
1418 fr02h Lorraine                                2002   0.293 
1419 fr02h Midi-Pyrénées                           2002   0.287 
1420 fr02h Nord-Pas de Calais                      2002   0.295 
1421 fr02h Pays de la Loire                        2002   0.301 
1422 fr02h Picardie                                2002   0.289 
1423 fr02h Poitou-Charentes                        2002   0.304 
1424 fr02h Provence-Alpes-Côte-d'Azur              2002   0.329 
1425 fr02h Rhône-Alpes                             2002   0.292 
1426 fr03h Alsace                                  2003   0.309 
1427 fr03h Aquitaine                               2003   0.322 
1428 fr03h Auvergne                                2003   0.314 
1429 fr03h Basse-Normandie                         2003   0.296 
1430 fr03h Bourgogne                               2003   0.314 
1431 fr03h Bretagne                                2003   0.315 
1432 fr03h Centre                                  2003   0.291 
1433 fr03h Champagne-Ardenne                       2003   0.295 
1434 fr03h Corse                                   2003   0.371 
1435 fr03h Franche-Comté                           2003   0.272 
1436 fr03h Haute-Normandie                         2003   0.280 
1437 fr03h Ile-de-France                           2003   0.323 
1438 fr03h Languedoc-Roussillon                    2003   0.317 
1439 fr03h Limousin                                2003   0.310 
1440 fr03h Lorraine                                2003   0.290 
1441 fr03h Midi-Pyrénées                           2003   0.304 
1442 fr03h Nord-Pas de Calais                      2003   0.293 
1443 fr03h Pays de la Loire                        2003   0.296 
1444 fr03h Picardie                                2003   0.284 
1445 fr03h Poitou-Charentes                        2003   0.320 
1446 fr03h Provence-Alpes-Côte-d'Azur              2003   0.324 
1447 fr03h Rhône-Alpes                             2003   0.303 
1448 fr04h Alsace                                  2004   0.287 
1449 fr04h Aquitaine                               2004   0.314 
1450 fr04h Auvergne                                2004   0.340 
1451 fr04h Basse-Normandie                         2004   0.277 
1452 fr04h Bourgogne                               2004   0.289 
1453 fr04h Bretagne                                2004   0.293 
1454 fr04h Centre                                  2004   0.304 
1455 fr04h Champagne-Ardenne                       2004   0.302 
1456 fr04h Corse                                   2004   0.335 
1457 fr04h Franche-Comté                           2004   0.272 
1458 fr04h Haute-Normandie                         2004   0.277 
1459 fr04h Ile-de-France                           2004   0.331 
1460 fr04h Languedoc-Roussillon                    2004   0.316 
1461 fr04h Limousin                                2004   0.310 
1462 fr04h Lorraine                                2004   0.302 
1463 fr04h Midi-Pyrénées                           2004   0.316 
1464 fr04h Nord-Pas de Calais                      2004   0.295 
1465 fr04h Pays de la Loire                        2004   0.310 
1466 fr04h Picardie                                2004   0.284 
1467 fr04h Poitou-Charentes                        2004   0.300 
1468 fr04h Provence-Alpes-Côte-d'Azur              2004   0.309 
1469 fr04h Rhône-Alpes                             2004   0.322 
1470 fr05h Alsace                                  2005   0.305 
1471 fr05h Aquitaine                               2005   0.311 
1472 fr05h Auvergne                                2005   0.319 
1473 fr05h Basse-Normandie                         2005   0.300 
1474 fr05h Bourgogne                               2005   0.294 
1475 fr05h Bretagne                                2005   0.314 
1476 fr05h Centre                                  2005   0.264 
1477 fr05h Champagne-Ardenne                       2005   0.308 
1478 fr05h Corse                                   2005   0.339 
1479 fr05h Franche-Comté                           2005   0.283 
1480 fr05h Haute-Normandie                         2005   0.275 
1481 fr05h Ile-de-France                           2005   0.340 
1482 fr05h Languedoc-Roussillon                    2005   0.324 
1483 fr05h Limousin                                2005   0.326 
1484 fr05h Lorraine                                2005   0.326 
1485 fr05h Midi-Pyrénées                           2005   0.303 
1486 fr05h Nord-Pas de Calais                      2005   0.317 
1487 fr05h Pays de la Loire                        2005   0.309 
1488 fr05h Picardie                                2005   0.285 
1489 fr05h Poitou-Charentes                        2005   0.314 
1490 fr05h Provence-Alpes-Côte-d'Azur              2005   0.312 
1491 fr05h Rhône-Alpes                             2005   0.314 
1492 fr06h Alsace                                  2006   0.319 
1493 fr06h Aquitaine                               2006   0.300 
1494 fr06h Auvergne                                2006   0.312 
1495 fr06h Basse-Normandie                         2006   0.291 
1496 fr06h Bourgogne                               2006   0.301 
1497 fr06h Bretagne                                2006   0.304 
1498 fr06h Centre                                  2006   0.293 
1499 fr06h Champagne-Ardenne                       2006   0.331 
1500 fr06h Corse                                   2006   0.389 
1501 fr06h Franche-Comté                           2006   0.283 
1502 fr06h Haute-Normandie                         2006   0.281 
